GOID,Topic
408428648,3
421513984,3
421367512,0
398755175,3
398811544,4
408443780,8
431145174,3
418856259,0
431153540,3
418880466,0
418852127,6
431144743,2
421488031,0
421419972,3
408448545,2
431144977,7
421541621,3
431138717,4
431138614,0
408450010,7
398640116,3
398649702,7
431152640,4
418881006,0
421558422,0
431151682,1
418842373,2
421523984,0
421523923,0
398674294,1
398639731,8
398654718,8
421358283,1
421504796,1
421378880,0
421533218,8
408472694,3
398781969,7
431167750,2
421363202,5
398681520,3
431170988,2
421479713,2
421357798,1
421541126,8
421386642,5
421379890,3
421373833,0
398669539,4
408443584,8
418976380,2
431178283,0
398718138,1
421532588,0
431176198,0
421401546,0
408477822,0
431176167,5
398669626,1
398729003,0
408465277,8
431196241,0
431195856,7
2109621229,4
421550739,0
398817804,4
431195255,4
431191999,7
398848407,7
421544402,7
408507562,4
398684528,4
398684190,3
421386587,3
398676922,4
408489025,1
421377939,0
431187510,6
418768609,2
431175813,3
408472519,9
398662486,1
398742303,7
431211263,0
421433083,0
408496460,7
431211690,2
418798522,2
398728627,0
431208504,7
421392898,3
408507519,2
408529810,8
408509881,9
421380780,3
421565335,7
398668459,1
421550696,5
398834384,4
421419910,5
421578565,1
398664881,4
431225849,1
421400466,3
398681119,4
421418772,3
418916305,6
418836891,5
408501945,2
421396848,0
431215250,4
398698923,4
398698818,1
421427004,4
418874984,2
398863258,1
431234206,0
408507193,7
421418795,3
421540767,0
431241638,3
418933725,0
398696673,4
398730835,4
421521577,2
431234244,7
418902011,3
421435501,8
398673780,6
398731101,4
421480217,7
421584819,3
431269510,7
408540201,6
398731180,4
421427943,3
398682080,1
418987198,0
408524779,2
408518400,7
408516166,7
408563987,3
421455698,7
418906827,8
431295723,4
431290448,7
408549388,3
408542248,3
398743772,4
398703221,4
418982055,6
418939959,8
398746319,1
398697004,3
408582580,3
398732489,4
398689525,1
398690123,1
421444983,5
398851283,1
398685410,3
421428666,3
421495459,3
421613380,2
421459572,2
398819851,3
398709431,4
431328199,3
421467172,0
421454938,3
421613457,4
398702015,7
418958364,8
398720864,3
421491678,1
421493090,3
408583653,1
421621878,3
421499672,5
421493718,5
2109466788,4
2109470127,3
2109470906,1
431366071,3
421493004,3
418946333,7
408596816,9
421625195,0
398708850,4
421606538,1
421614867,5
421469645,0
431396334,0
431395869,5
421616040,3
408586528,0
398730135,4
421649292,2
421493743,7
421470906,3
398733520,1
431423686,0
421485379,0
421620735,1
398874876,4
431408580,2
408588108,0
421539273,4
431456451,7
421652677,5
421664562,1
421658563,1
421500499,8
398789137,4
408602699,1
431438870,7
398738765,7
408622663,8
431470495,6
421558311,3
408646038,2
421553927,3
421493497,1
408653960,0
2147511668,3
2141148676,3
398814992,1
419048057,7
398770118,2
421499793,5
421510962,1
421518300,2
421514225,3
398743024,7
421675255,8
398743280,1
421517209,3
421495810,2
421519483,3
421647020,3
431490073,0
419094867,7
408659270,7
408652705,8
421645415,8
419211249,6
421510146,3
419034247,3
421567688,5
419174347,0
421689824,1
408639408,1
419098608,0
408670965,6
421519583,2
419140997,3
419140448,1
431513515,8
409030971,1
419022336,4
421526453,1
421684448,0
398787992,4
421542735,5
421535302,5
398777525,4
408669593,2
421547034,1
421714857,0
421541819,1
2110019337,3
419073647,2
421692703,3
409089625,2
409089097,2
421707202,3
421572995,5
421706964,1
421559548,5
419162765,6
421554134,4
421721236,5
421582541,1
398758278,3
398760286,3
2136730410,3
2136719502,3
421720360,0
421556679,8
409025075,3
398905421,4
421570989,1
421710030,5
421536330,6
421533821,5
421667401,3
421598284,3
398769735,7
421744180,0
421733124,3
409064951,6
398763069,4
409044308,1
398727981,1
419171266,3
421576996,8
421741032,3
421712174,5
409097432,7
421588199,7
431597600,1
2109393836,3
2109323128,3
2109397158,3
421726447,1
421763416,1
409035867,1
409068151,1
421736087,4
419328581,3
421580244,5
398737931,7
431635479,7
421734006,1
431636141,4
409050011,4
421740223,5
431632592,3
421566713,4
431630472,0
421700993,5
421552630,8
421748102,3
431646666,4
419187904,4
421730069,4
421776526,0
431638131,7
421593254,8
409071275,4
409060409,4
421619278,4
421769263,8
398861769,7
431661221,7
409096967,7
431666838,7
398748905,7
421725305,8
409063193,7
431662787,7
431662818,6
421578448,6
409061694,4
421561616,3
409056874,4
398744859,6
421600037,6
431658481,6
421574578,7
431658921,4
409045786,6
431653746,7
409090219,7
421639981,7
409071688,3
409086183,6
431667402,6
398937701,4
409080266,7
421767768,1
431670152,6
419126653,6
421721380,1
421621456,2
421622430,5
431709114,0
419259752,3
421612191,3
409094411,5
409082617,8
398779778,5
421582992,3
421775183,2
421595093,1
409094009,7
421779166,5
421803241,5
431712987,2
409085340,3
421792421,7
419399398,4
421619461,3
421642134,0
421637203,0
421635675,1
409146303,1
431726773,1
419341219,1
398806377,4
419373351,1
409136660,4
431729315,2
409092882,2
421604496,5
421621033,1
421602515,3
409167872,7
421769891,7
409105286,7
419433397,3
421817627,3
421812726,3
409099818,9
421624995,3
431753635,4
409110275,8
419331499,2
431755217,2
419431138,2
409104458,4
421624287,3
421756714,5
409172352,6
398753787,2
421610683,2
421780368,3
421606692,0
421608437,3
419357443,3
421774595,5
421604959,1
431789014,2
421605861,0
419412949,1
409130635,6
398832981,4
421634522,1
421659376,5
431782506,2
421790773,3
421624264,3
409127710,4
431773322,1
431771988,1
421604154,2
419327776,2
421641491,0
419348440,1
431769693,0
409110996,0
419428400,3
421765326,1
431759205,6
431812509,6
419331561,1
421639102,5
431810531,1
419396389,4
421640993,3
431808262,1
419277787,7
421820755,5
421636413,3
421819294,2
431805873,3
409176267,5
421633085,1
431808057,3
421655535,3
431804943,3
421773866,5
421767756,3
398811458,-1
421763932,5
421798524,1
421802567,8
419462981,0
421624531,5
431796059,5
421621774,5
421794520,4
419366002,1
421795692,8
421840282,2
409154055,8
421842728,2
419409222,2
409150210,1
398784171,0
421817242,2
409138712,7
431829337,2
419414789,5
421809513,8
421797852,3
431815516,7
419385052,5
421633559,1
421645953,4
421661828,5
398805693,2
409210060,4
421623751,0
409137650,6
431836137,1
409134396,0
421622037,0
421627118,1
421799377,2
421636610,5
421620747,8
419441302,1
409175459,2
421653245,3
421822998,3
421656731,5
409142417,4
421685760,4
421657019,0
421650369,2
421652070,0
431869436,0
419438287,1
421665126,2
409191551,0
421854049,3
421677015,5
421656296,2
421842140,2
409184233,3
398894432,3
421679881,2
421679508,5
419459686,2
398860839,1
421794627,2
421822657,0
421672129,2
421665729,3
421868839,7
431933559,0
398859283,3
431921244,0
421702196,2
421702415,1
421825113,2
398751752,8
419543155,6
431983412,3
409210897,1
419565833,0
409205784,3
409198643,1
419532416,1
421855982,3
409209756,4
421699679,1
421676465,1
409311988,1
409302765,7
421705706,1
432010674,0
409239580,1
432006820,5
421833458,5
421829285,4
409308156,1
421864710,0
409248145,0
432000385,0
421690268,1
409216449,3
421690768,5
419601870,0
421874924,1
421844563,3
432030114,2
409316090,7
421688106,1
409249534,3
398888164,5
409322403,9
421717684,5
418549159,2
432025194,1
421697624,5
432013031,2
421713974,1
421866990,5
432009216,3
419543565,5
432068305,3
421850324,4
409286993,1
421716584,5
409325528,-1
421706332,5
421889550,3
421888238,4
398969899,1
421699156,5
418442044,1
418384076,3
421877902,3
409315796,1
409278267,6
421759159,3
419603568,0
432095285,4
421878002,3
409272028,5
421912103,3
432093914,3
421904759,4
432067909,4
432087157,0
421699133,0
432077207,7
421711656,5
421708043,0
421701478,3
421717540,5
421712914,5
421917873,2
421912535,4
421719154,5
409308544,4
421714891,3
421904877,3
409299509,2
409350916,6
409382815,8
409284874,4
432104250,0
419661557,2
421707065,7
421737525,1
432142711,0
409312470,1
421872614,4
421875294,8
419732367,0
421899411,0
421870619,3
421900530,1
419574103,8
419720341,6
419634361,6
421897694,5
421896059,0
432167737,2
432162164,2
421913968,1
419786166,2
421745885,3
421727973,3
398887622,3
409356044,1
432158038,3
419816767,0
409398853,6
421744717,1
421926502,3
421921453,5
432189096,2
421746041,2
421728156,5
421722268,1
421748398,1
398784376,2
398839880,8
409385433,3
409389897,3
421738699,1
432216137,2
409429244,6
409353352,1
419684700,2
421936727,5
421758883,7
409361312,8
419751487,6
398900316,4
421768234,1
421737632,3
398895273,4
421765627,5
419576632,5
419570768,4
409418701,4
421777840,0
419516516,2
419684306,0
421958298,1
419550291,0
421781792,4
421941053,3
419520656,2
419668496,0
432254939,3
421752335,3
432286954,0
419671016,2
421934743,2
421745970,0
421946544,4
409386537,4
432266222,1
432269211,2
419673137,2
421788431,1
432265369,1
421781715,6
421764246,3
432312113,2
421752064,5
421768723,3
432305733,3
421787723,7
409384862,6
421974943,0
409397145,1
421786365,5
409444700,1
432290869,1
421779587,5
409405945,6
421770500,7
421932942,3
409427248,3
432326270,4
421945754,0
409398189,7
419763951,2
421789495,5
421932566,0
421966769,5
421960023,5
421944624,7
432359414,1
409454537,4
419785687,1
421970378,8
398898037,4
421967163,2
432348662,1
419757622,2
421777360,1
421993549,1
421948281,5
419736287,3
419648555,0
419605279,0
419759541,2
419739263,0
419791769,1
419829505,0
419849366,0
409445475,2
419669423,2
421972395,5
419880302,0
421798297,3
421792141,5
421810598,3
419874516,2
419693348,2
409425511,1
409423989,0
421776654,1
409442513,2
421992329,1
421938012,0
421937830,5
432359513,5
421772033,5
422005744,5
432394862,1
409541564,1
422001164,2
421801666,5
421984232,5
419870934,4
421790223,5
421814163,5
409529936,8
409466910,0
432399003,0
421923168,3
421967415,1
432395539,6
399010653,1
421950343,3
432399609,4
421806636,6
409488280,2
398850169,8
432392876,1
409466803,1
421811816,0
432443662,3
419950868,0
409457451,6
419905602,4
421812236,3
421955570,1
421849421,0
432424286,0
409495827,2
409479360,9
421988072,3
421805615,4
409604711,7
421826917,5
421797009,0
409506855,6
421869724,2
409477349,2
421822624,5
409480630,6
432453023,1
398858842,5
409485271,6
421821595,6
419919958,2
419891870,6
398895116,4
419978235,2
421855265,2
421842381,3
422016889,5
409510795,4
409490890,4
421845551,5
421833250,2
421825223,5
421826096,5
421804867,2
421838140,4
432502985,7
422009590,7
421803639,5
421844648,5
421853515,3
422025150,5
409543264,0
422000844,5
409579595,0
419777907,0
419976049,2
422018102,0
421833536,1
409574000,1
421818565,3
432534164,0
419700535,2
421840770,5
419743690,0
422006363,5
421827828,2
419774210,0
409528529,1
421825836,2
421868222,0
421876573,0
421861544,0
421878830,1
419806173,0
421844302,8
421834119,3
421847856,0
421878180,3
421898893,7
419911772,1
421862404,2
419785232,5
409535402,6
409549713,0
432645525,3
421860869,5
432645067,1
432635495,3
421883996,2
409618541,1
421896117,3
421875917,8
421895667,5
421882556,3
409563706,1
409598619,1
421890967,6
432642590,2
409573201,1
409609656,3
421923793,7
421885174,5
409550392,4
421901812,1
421927130,0
421896831,5
409619198,1
421883784,5
421849875,1
432710689,0
409578272,0
421901549,0
432701323,0
421871949,3
421868933,1
421870020,6
421864373,5
409603882,4
409600287,3
432728308,1
421916415,3
419863698,0
409609770,1
419865705,0
398919441,1
421917949,5
420145829,5
432743448,5
409620461,2
409599674,3
421929996,3
409699628,4
419961576,0
409775113,6
409639042,2
409638130,3
419962999,1
432772451,1
421914364,8
432759213,0
409692611,0
422081081,2
422081002,4
409646337,1
409645641,7
421915998,3
421906048,1
420203707,0
419964071,0
421898358,5
421903326,5
432780647,0
398892867,4
421915933,5
422064150,7
409806292,1
421923017,5
409791883,6
432812940,0
420294662,7
421912537,7
421897404,3
421915719,4
409673638,2
409639309,6
409638987,1
420026730,4
421879069,1
409727761,1
432812522,2
421924076,1
409763822,0
422098341,1
421906109,5
421938389,5
409691887,0
422138843,4
420326368,8
409673530,1
432873999,0
409808452,5
421927972,2
409825623,4
409721332,0
420126945,6
432892869,2
409717049,8
409703662,7
409840236,4
422002749,1
432880026,2
421915094,2
432926139,3
409856496,0
432924303,4
432917111,1
421936776,4
409696024,8
398866377,4
409715617,1
421932094,7
432908748,0
420300399,5
421961184,3
432950395,1
421954613,1
432956055,4
422109477,4
422001156,6
409868298,6
421953090,2
409724259,6
432939107,0
421978662,7
421988322,4
432942383,0
421976289,8
421974783,6
432937096,5
421978961,3
432933057,4
409727381,0
420077546,2
432930547,0
422072803,8
432974559,0
409795162,1
421943262,1
421954414,5
432969701,1
421957170,0
421959174,2
421962673,2
421957739,2
421979421,1
421942110,6
432963057,2
409751075,2
409876069,6
421972253,1
398907829,6
432988442,2
420221110,2
432988922,0
421940333,1
421968599,5
409765039,1
421932714,7
432997864,7
432996989,6
409793741,6
420274423,1
432992879,0
422001997,6
433006703,2
422001894,8
422005220,1
433048365,1
421999492,3
409802596,3
398950551,3
421988996,2
433037090,4
421985774,5
420318303,2
409843902,1
433053936,3
409811386,2
409949695,1
433054239,1
409792019,1
422021446,1
433060640,1
433093198,2
433078436,3
433091706,6
422055572,8
422043116,5
422004722,2
422033799,5
433084075,6
409862241,6
421999396,8
433077817,4
422027537,1
433104895,6
409953249,1
433122523,1
422036945,3
422014562,8
422032546,7
409932197,8
409857298,6
398938666,6
420249430,6
422002998,6
422031032,6
433111087,6
422000388,6
409963474,6
399040149,6
422065574,6
399040008,6
398969124,8
433112508,6
422010856,6
433108540,0
409972190,0
433104293,0
422038417,0
409922307,0
420227595,6
421981881,5
409963538,6
422009508,5
409970644,0
422005651,0
409833635,1
409986152,7
433138940,0
398899768,6
421995442,6
409931232,2
433138270,7
409836850,6
421993314,5
409865299,2
422016964,0
422051000,1
433168260,6
409968095,2
398981649,6
433157187,3
433162041,1
409902226,0
422091724,7
433150741,0
433151148,4
422055254,5
422022645,2
422001100,6
410003271,2
433151162,5
422017376,5
399007719,6
398986355,6
420327894,6
398989220,6
420481897,2
422005774,3
422017298,7
422102357,2
433188930,6
422044666,8
409984448,0
409961592,3
422019877,5
422038026,5
409921944,0
409879308,1
398943000,6
422071846,1
398992932,2
420371347,7
433219059,6
422011499,4
433216928,6
433216406,4
422040230,6
409932196,1
409915656,1
409891917,3
422016744,2
409918101,7
420355745,0
422004147,2
433206229,0
422023600,1
420355806,2
422000373,1
420393590,7
422040403,7
422022870,3
409933378,3
398932559,6
433228245,3
422048127,7
398965747,1
422035070,2
422022439,3
420400924,3
433272020,0
420372736,0
422075131,7
409959029,1
420425512,2
398992060,0
422036500,6
422076314,1
433282439,6
422073722,8
433285746,7
409991927,7
409990562,7
409920786,0
398929428,1
410027291,2
422063700,0
422046727,2
409953322,0
410058919,1
433309803,5
410095716,3
422064924,1
422084801,4
410047109,0
420448672,2
433309941,4
433309206,6
422051725,4
433306550,0
420415753,3
433300343,2
422034608,5
433339486,5
420495196,8
422108188,3
422196759,1
433332225,6
422112105,2
422089860,4
433341767,2
409976566,8
420448105,3
422063268,6
409985912,7
433344137,0
422163670,3
410021597,7
433345936,7
422122904,0
422191583,4
433372549,0
433368077,6
422056716,8
422068363,0
398971142,6
420503835,8
433371973,2
420467235,2
420460517,1
410094929,8
422076528,2
410099556,0
422205558,2
420462130,2
422062023,1
422112989,1
420479348,3
433375738,4
410102234,1
422051084,3
399062326,4
422100935,6
410037128,1
422111303,1
422084378,0
420528621,6
410111862,4
422127409,6
422091746,6
410049236,1
433422646,0
422067162,0
410078475,1
422113334,7
422148022,8
422150382,7
420533673,3
398969606,8
422146357,4
422065277,6
422109794,0
422129816,0
420509703,4
420544130,1
422258190,5
410086709,0
433470077,0
422236295,7
410140016,6
410221899,1
420488448,7
398960850,0
410104391,7
399042379,4
433462991,7
422102403,1
410160511,2
433501190,6
420575118,1
422095798,0
433482278,4
420514528,2
422231845,2
422117082,2
422134918,2
420549729,2
433486789,2
433481259,7
422104629,7
433524397,0
433521499,0
422140154,2
417936547,8
422101180,2
433545819,7
420534007,3
410140619,4
410091265,0
422090255,7
420527232,2
420538954,2
410131289,7
422162477,3
433533779,1
422137612,3
410190985,6
410148522,6
420525606,0
433573735,0
410080696,0
410194816,1
433567343,2
422279616,5
433564272,2
410096901,1
422153433,5
422081694,2
410110830,0
433598967,4
433595745,1
433588572,6
410171279,1
433584349,2
422080817,5
433587636,0
422164345,5
410136348,2
410167966,8
422146775,3
433615758,0
422152116,5
433611763,1
433612016,0
422141076,5
422162449,5
422166603,5
399024801,4
399030586,4
420586750,6
422136666,3
422149952,7
420582786,7
420584380,2
433599480,2
399042284,6
410130654,0
433601184,0
399097010,6
422286420,2
422120655,3
433619361,0
433634592,8
420610313,5
422165323,0
422188090,6
422150138,0
422167017,8
433652489,2
433675304,6
433684686,7
420593021,7
422170139,5
422201061,3
422208453,5
433678202,3
422207325,6
420645990,1
433689531,1
399034016,1
433715348,1
410188049,0
433713732,0
399117908,2
433709062,0
420636403,2
410209698,1
399094121,4
422178661,3
433751330,4
422322382,2
433749461,2
422181441,1
422192004,7
410195546,7
422170955,2
420703440,2
433758791,2
399027434,6
433772541,2
410225419,1
410197874,2
410207922,7
410269286,7
433756611,2
433798895,7
422224646,8
399044599,7
422219767,0
433785827,0
422204362,2
410202042,0
433798712,2
410209790,0
433808238,7
422179979,0
410217293,1
420738145,1
433809452,2
399024520,4
410155034,4
410223440,8
422207292,2
410247120,7
433831823,0
420646944,1
433831224,1
399002349,4
422324620,4
399037383,4
422351132,7
410188866,6
410218108,0
422178824,0
422251428,7
399027051,7
410174946,5
433818999,7
433858133,1
422226861,1
422220245,0
410223412,8
410233662,2
410221026,7
433852627,7
410187551,2
399016155,7
433852489,7
399016265,4
422281865,7
410231630,7
420746203,7
422258641,2
399052268,7
433848127,2
433845131,0
422207166,6
420697754,2
420695277,0
420695066,2
433860221,1
399011069,2
433875912,4
422229202,5
410214988,7
422224872,0
422233596,1
433875086,1
422232545,6
399107765,8
422242202,2
433918256,2
422192071,1
399102626,1
410256698,1
399103324,4
433901499,2
399090619,6
422237663,1
422292895,2
410245853,2
433905756,7
433906680,0
410252187,7
410217793,7
420747941,7
410251432,0
399026585,3
410275621,7
422226083,0
410248177,2
422171380,5
433949703,7
420791419,2
410275836,7
420776953,7
422229327,0
410261382,2
399127093,1
422224146,5
422268816,2
422268482,6
399047883,1
410273115,6
433974554,1
399081227,6
410258131,2
422381891,8
410259549,1
410251935,4
410282125,4
420791778,4
410267883,7
422264797,7
433995146,1
433989638,1
422212009,4
420710036,4
410240629,1
410250407,0
433984722,2
422260747,1
410284182,4
422183288,4
410292759,4
410286335,1
434013719,2
434014708,4
422289763,4
422246994,7
420783497,7
422280658,4
420803456,4
434036973,0
410313213,8
399065390,6
422310557,0
422280942,8
434047136,4
410298680,6
884360703,8
422248437,1
422252728,4
420810654,4
434061923,1
410309675,2
422398802,4
410270909,1
422247815,2
410311950,2
434052735,0
422246283,1
410312954,6
422249644,8
420802590,4
410298424,0
410301059,1
434050139,7
422241049,1
399116204,6
434051062,0
410291182,1
434048962,0
422250561,0
422304685,2
422313119,3
410302199,8
434062246,0
422299183,5
422297133,0
434086251,2
399070919,4
422286508,4
410301696,7
420796248,4
434083058,1
422241450,1
410264913,0
434078819,0
422242374,2
422276826,0
434105030,3
422278734,2
420844560,4
434126915,1
422254129,5
422275719,5
410353625,1
422314466,0
399115334,3
434156531,6
410323444,2
410339332,1
434159344,3
422221045,5
422284469,5
410326129,1
422286474,0
434191908,1
422335817,0
434182242,3
422313505,3
434178323,2
420846053,1
422288476,1
399116565,5
420845050,2
422266550,5
434214514,7
434221323,2
434219537,2
422281010,3
410349191,3
422294091,7
420899520,7
434211315,7
422301965,0
422412084,5
422313404,5
399101223,5
422269381,2
422303733,8
410330193,0
399076896,3
422303864,2
420808251,8
410332715,2
434280512,2
422318403,6
410362979,4
434272546,5
422346871,0
399092838,3
410356276,1
422316456,1
422271251,5
422270874,5
422353867,2
422272258,0
434306219,2
422300722,5
410357447,4
434305430,0
422310150,5
422320352,5
422347143,2
422363905,4
399124965,3
434289315,3
422441797,5
422287040,5
422274117,3
420655535,1
410354561,0
422257180,5
399139281,4
422283998,5
422303473,5
410373892,0
422343662,5
410369274,0
422302279,5
434322421,3
410356920,5
410325909,6
276285002,4
276531081,4
288074598,4
288308995,5
312852646,4
347297732,0
356802222,4
356812972,4
356925286,4
356880284,4
365420220,5
497937720,2
500810169,4
504741183,3
517008007,3
517005517,7
519164307,2
519154190,2
520564977,2
520623083,4
521284610,5
578386282,1
625868568,5
704980819,0
698166087,1
734654737,2
737959881,6
737595289,2
737593621,2
740330645,1
743940273,1
746391412,6
747857454,5
754969008,5
756932727,2
757039543,1
757773944,1
758775519,5
758827475,1
758820654,0
759287600,3
759621207,0
759674611,0
759673862,7
815850383,7
815900191,7
815898326,1
816801188,7
817206600,2
817206153,0
817583174,3
819574208,7
820759192,2
820713509,7
821896902,7
822846916,4
828817556,0
828814275,4
846745273,4
846745480,0
847085819,2
847578367,5
847950952,7
848280078,4
849385261,8
851210166,1
851581652,5
853665653,5
854537229,0
855160281,4
857683892,2
857681919,1
857690677,6
858690959,0
859036709,4
861189122,4
861515473,5
862117170,0
862110076,5
862182959,0
862237816,0
862766681,1
863111432,0
864763457,0
864770528,0
865683255,1
865676931,1
866012326,2
866462659,7
868755845,4
868888231,1
868885468,2
868894046,1
868989362,2
870269841,0
871533832,1
872573384,2
874299732,7
874406652,2
875592973,0
876036579,2
876217957,6
877767238,0
877801138,2
880319745,3
880787518,2
881434080,5
883306523,6
883419596,7
884253251,5
885453413,2
886520096,0
887448093,3
888631509,0
889165416,0
890282433,3
890635050,0
893726798,5
893695796,0
894139186,2
896648501,5
896747066,4
898661399,7
898658798,2
898660430,2
902209370,0
903656948,4
905652534,2
905650904,1
905957232,4
907774186,4
909200093,4
909881185,6
909874654,5
910040135,0
910144665,2
910193618,8
910921806,1
911146567,1
911736156,4
912253054,8
912527697,0
912699757,3
913017414,0
914277403,1
918225648,0
922734544,0
926133179,7
926858928,2
927673172,6
927967469,5
958280208,1
962492274,0
993067508,0
1002491212,5
1008683381,7
1008688665,2
1009786921,3
1011139999,1
1011176864,0
1017612170,0
1018126851,2
1019603553,6
1019850664,3
1020171950,8
1022550321,6
1023278043,0
1023881337,7
1026847091,3
1027985392,6
1030174207,3
1033221378,5
1033277508,0
1034502749,4
1039689217,6
1039814970,7
1080824885,1
1125143371,0
1155489546,3
1170213794,3
1220935782,0
1221659108,0
1222220128,1
1228347850,0
1239042350,2
1240814207,5
1242722001,2
1242890621,0
1265985987,7
1266567807,0
1269099082,0
1268866407,3
1271849834,2
1281983885,0
1283630126,0
1284218652,4
1285562743,1
1314334406,2
1314865959,8
1315427515,0
1315480300,0
1316041077,2
1317574126,3
1317578949,0
1321314847,3
1323142326,8
1348759929,3
1355242568,1
1356220710,0
1365732834,1
1365729414,1
1366440690,0
1366564253,0
1366565330,0
1366475499,0
1372288193,5
1372562800,0
1398361010,0
1413372640,8
1416553604,5
1419114267,5
1429314948,1
1435728647,3
1437077583,4
1440637301,2
1443345087,0
1443980946,0
1445250374,0
1445436463,5
1448960342,7
1449261253,0
1458706892,4
1461063904,3
1462473549,2
1462943505,5
1470860491,0
1470860235,0
1470860472,0
1470860340,0
1471267003,8
1474046333,3
1475030697,0
1477329338,3
1477920554,1
1493105127,1
1493987217,2
1494279571,1
1496252179,0
1497097035,0
1497117656,0
1497158801,0
1497151990,3
1498192482,5
1498257691,0
1500150308,2
1500629188,0
1501508294,6
1502965682,5
1507086146,5
1507529441,6
1508276660,4
1508902094,0
1509178747,0
1510351165,0
1510676188,6
1511417641,4
1511741733,5
1516654189,5
1518213849,1
1523124508,1
1524065190,1
1525799496,4
1525756897,1
1527880838,5
1533543644,7
1540651675,3
1543145825,7
1551143469,6
1552763999,7
1556900807,7
1564360314,0
1564544538,1
1616947153,0
1616922222,2
1623063354,2
1625462179,7
1634799437,3
1637357526,3
1638439251,2
1638746681,1
1640654434,1
1640789406,2
1640789210,7
1643065680,1
1644569526,2
1647510084,2
1649036694,8
1650213562,7
1649951256,8
1654545507,2
1655161067,1
1655688965,1
1658907107,4
1661231339,8
1674583679,1
1674606946,5
1679656324,2
1680049074,7
1682144516,4
1683713736,3
1684149749,2
1684256250,1
1686447677,3
1686447850,4
1687800437,0
1692905208,0
1695119147,3
1695335759,3
1695923212,4
1696831107,3
1696830920,0
1697653372,3
1698770647,8
1698871201,0
1699807684,8
1699805154,3
1700439333,1
1700591779,0
1702046558,0
1713901033,4
1714559810,5
1714509359,1
1714516757,4
1716195491,0
1716194600,5
1716675395,2
1718750308,3
1719187098,1
1722820238,7
1727324104,0
1727839065,0
1728494438,0
1732524870,2
1732997678,4
1733006432,0
1734589566,0
1738919910,6
1748076885,7
1748539512,3
1750294513,3
1750377105,8
1750377123,8
1750365560,0
1750692089,0
1750689247,0
1751655243,2
1752564238,4
1754455870,3
1756386999,2
1758100916,1
1760773899,6
1764826582,0
1767043135,2
1768090557,1
1768770884,2
1777881116,3
1778573620,2
1778956817,0
1779609982,0
1779890993,1
1779705718,5
1783202942,4
1784061784,5
1784383744,0
1785176652,3
1785697843,4
1785908870,7
1786753788,0
1787228472,4
1789694818,3
1793506596,0
1794065682,0
1794066393,0
1794066706,7
1795735557,4
1796113958,0
1796113973,6
1798603592,5
1798635009,0
1799136013,7
1801312573,0
1801385533,5
1801385360,0
1801792505,5
1803001993,0
1807205433,7
1807671778,0
1807732660,0
1810244428,8
1810711983,5
1810708755,0
1811044116,0
1811147389,3
1813055627,5
1814431478,8
1816289101,5
1816291443,5
1816410294,1
1816410297,0
1817074949,8
1818280041,3
1820237065,0
1822912691,1
1824184241,6
1824446786,4
1827404358,1
1828443498,6
1829666385,6
1831625632,7
1837515770,4
1837517725,7
1838378059,8
1838379981,0
1838556042,3
1845912645,5
1847094173,3
1847094768,3
1847540688,4
1847613170,5
1847613169,2
1847613166,3
1848372585,6
1849617333,3
1850025852,7
1852410783,3
1856751953,7
1856767664,7
1857147986,4
1859386879,7
1863069382,0
1862477697,4
1867124416,6
1867454589,4
1867807409,0
1868525057,1
1869658906,3
1870182343,5
1872112780,2
1873255950,8
1873231699,7
1878355862,0
1878508619,8
1878508537,1
1879453505,1
1880281372,5
1881052993,0
1881945812,2
1883087352,1
1887285302,4
1888397112,1
1888847916,4
1892560862,0
1893115662,4
1899665458,4
1908622112,3
1912464561,0
1912441644,0
1912893077,5
1912892617,1
1913224054,4
1917810916,8
1918777886,3
1919849309,0
1920589018,0
1920589339,4
1926833603,-1
1927956436,3
1928598186,2
1930218669,0
1931914136,2
1932522470,3
1939172900,4
1943532911,0
1947350696,1
1950790084,0
1953034927,4
1955892157,8
1956837075,0
1960888920,0
1960839180,3
1964997074,0
1964934273,0
1964992333,0
1965744488,0
1965749326,0
1965990902,0
1966304132,0
1968314660,0
1972146075,3
1977493419,2
1978162257,0
1979074269,6
1980425245,4
1983171674,8
1984941884,4
1986897141,4
1987331968,1
1989833318,2
1989792153,5
1991555701,4
1993524942,1
2000962124,0
2011986910,0
2011971320,1
2021644571,7
2028386335,4
2031952447,1
2032326642,0
2032326629,0
2039689424,1
2043013010,7
2049456174,4
2052508008,4
2069698968,7
2070665791,2
2071044454,8
2071999411,1
2072078973,0
2072078970,0
2071996085,4
2072000002,1
2073206072,2
2073205974,8
2073930752,1
2077339726,0
2077779361,3
2084720152,3
2094040625,0
2098943249,3
2099269044,1
2112013761,1
2112012116,1
2113218105,0
2113041480,7
2114092255,0
2114562402,6
2114551817,2
2115088845,1
2122965938,5
2127537060,4
2131503324,4
2137198175,4
2138424732,1
2138443063,1
2138488169,2
2138513802,3
2138445898,2
2150444502,8
2151022623,4
2153930552,4
2156751636,4
2158419272,4
2159561481,0
2160282778,1
2160679144,4
2161334894,4
2162931882,4
2164938909,3
2166634730,0
2167602413,1
2169130311,4
2170129686,-1
2170811658,0
2171929830,0
2174134462,5
2175758069,4
2175782056,4
2177081594,6
2177082144,6
2177031262,6
2177870109,0
2178501500,4
2182373452,8
2187088521,3
2188530022,1
2188518942,5
