"","GOID","topic","gamma"
"589","398213334",1,0.00670491339543204
"590","398212403",1,0.00571592947273202
"591","307414197",1,0.000676606510033537
"592","307413792",1,0.00591556157152446
"593","307403417",1,0.0063749610500143
"594","281458474",1,0.000348165860977689
"595","281492303",1,0.517451472530731
"596","281455975",1,0.313383934673704
"597","281322544",1,0.000935378727869945
"598","283065364",1,0.000625255915760384
"599","283008147",1,0.00379100333616648
"600","281394736",1,0.542269402384448
"601","281393328",1,0.003468300046463
"602","398298803",1,0.836299421977535
"603","307432866",1,0.0046585642347547
"604","281385884",1,0.384600521112832
"605","281360672",1,0.00546507833924082
"606","281353290",1,0.0110941892912438
"607","398235564",1,0.00188728391084277
"608","281370559",1,0.0582721667780382
"609","283166949",1,0.000255190725365577
"610","281448227",1,0.109969882632429
"611","307415859",1,0.0142082498610752
"612","281348383",1,0.00350622374012709
"613","281329928",1,0.406158274717508
"614","281455055",1,0.00261875850117357
"615","281424193",1,0.00197018825653631
"616","281389351",1,0.00143585258764292
"617","307422008",1,0.00146161494373123
"618","307459251",1,0.0213753956417561
"619","281504201",1,0.484742517895556
"620","307446241",1,0.000808732888580448
"621","307453881",1,0.599402549415877
"622","281482671",1,0.00277568364828039
"623","281441810",1,0.00209572197723278
"624","281435549",1,0.00974888941473491
"625","281479027",1,0.00628196363672087
"626","398269756",1,0.199191204399985
"627","281473180",1,0.00507647404184713
"628","281412508",1,0.00194714831125701
"629","281397091",1,0.0234835923339119
"630","307428975",1,0.00457425483110095
"631","281399554",1,0.00256952437424132
"632","428223345",1,0.00495187523692941
"633","281568707",1,0.00852169131489771
"634","281513778",1,0.00844427969320821
"635","398259109",1,0.00409657806180007
"636","398220672",1,0.00508368359350668
"637","398314368",1,0.00725690681955791
"638","281490053",1,0.00210169141857258
"639","281503461",1,0.0305812201470688
"640","307463669",1,0.00694874090096263
"641","428208610",1,0.017113458692797
"642","281498011",1,0.020396179104996
"643","428194058",1,0.000989956493730516
"644","398348437",1,0.00516566584362979
"645","428186454",1,0.00220149538002357
"646","281452894",1,0.502157187067987
"647","398334339",1,0.366815082642922
"648","281529036",1,0.359404265421379
"649","307458271",1,0.611045444404781
"650","428183143",1,0.00295033513810948
"651","281483396",1,0.00389828380281548
"652","283137325",1,0.0058661483585354
"653","281467303",1,0.00214240943617273
"654","283183820",1,0.0236756858876304
"655","398259181",1,0.00365115396211769
"656","281490061",1,0.0418142874521486
"657","428254349",1,0.003793033365866
"658","307449082",1,0.00292207389090903
"659","281582693",1,0.00139813110251236
"660","428252313",1,0.0227200116070594
"661","281567241",1,0.000689506740329898
"662","281553042",1,0.0400314491246103
"663","307433467",1,0.0306586332450594
"664","307442391",1,0.0933315753463987
"665","281481372",1,0.0324870454475799
"666","428232164",1,0.670297080025626
"667","428230556",1,0.389250148455864
"668","281543510",1,0.00297337481645585
"669","428282920",1,0.0453741755125757
"670","307457389",1,0.00209045298087568
"671","281439077",1,0.0106089742578651
"672","281511667",1,0.000206372767005665
"673","307452712",1,0.0088822269458004
"674","307485149",1,0.888027453232705
"675","281622175",1,0.778925399054226
"676","428281951",1,0.866849335996786
"677","307440640",1,0.00262155221173674
"678","281491883",1,0.0327623439763872
"679","283378674",1,0.00634990182851385
"680","428275280",1,0.00251365135548388
"681","307460931",1,0.00703886849197888
"682","307452970",1,0.516466279155839
"683","281492762",1,0.00982477887446599
"684","281620717",1,0.0449003363961155
"685","281522993",1,0.0778929006961929
"686","283274556",1,0.00641974742160177
"687","307489544",1,0.000852725572129893
"688","281607867",1,0.003415437277344
"689","281610215",1,0.0194598538830391
"690","283164347",1,0.00537351104548297
"691","283120081",1,0.000268676292005414
"692","307512286",1,0.00722169645673883
"693","307471714",1,0.0174671135533109
"694","307457233",1,0.00502289400827718
"695","281630431",1,0.0434387949376589
"696","307457165",1,0.035311547681458
"697","428370761",1,0.040647149866631
"698","283192151",1,0.111099529225805
"699","398246571",1,0.0176706232327842
"700","307470640",1,0.00234488845812493
"701","398252051",1,0.0127954441576371
"702","398334378",1,0.0033150475332429
"703","428367487",1,0.0175465034000125
"704","281518935",1,0.00384733890578291
"705","281512121",1,0.00250332473552742
"706","307481415",1,0.868301076189033
"707","398241649",1,0.0660946914379305
"708","281525983",1,0.176809760490109
"709","281526299",1,0.104141859232567
"710","281559695",1,0.0179620665470531
"711","428348642",1,0.0039614139431233
"712","283404630",1,0.0258822582797042
"713","281495397",1,0.00985667599189368
"714","307481283",1,0.0697097616751685
"715","281507077",1,0.00605322509259421
"716","395225552",1,0.0181025500784147
"717","281579075",1,0.00207697239756312
"718","281772750",1,0.00363584324079217
"719","281678562",1,0.0886302055164548
"720","283278029",1,0.00748053827408437
"721","307513580",1,0.0634191405376963
"722","307497676",1,0.00190075993720563
"723","281601866",1,0.00313151681189578
"724","281662144",1,0.00263518047465343
"725","398359799",1,0.86422415234141
"726","281527023",1,0.953600491359765
"727","428392635",1,0.906554342087397
"728","428389071",1,0.0101856108981972
"729","307518882",1,0.00158154816543892
"730","281503844",1,0.00225721619476658
"731","281588609",1,0.00181241373557404
"732","307498624",1,0.00330092866870637
"733","283259407",1,0.00678495952587815
"734","428386585",1,0.136013494456061
"735","428386448",1,0.00579349946243306
"736","281580307",1,0.657304948637636
"737","281713106",1,0.00105235585390023
"738","281515378",1,0.0050263774001223
"739","428379520",1,0.0947895710169366
"740","281682875",1,0.728303429379506
"741","307496805",1,0.633469113840509
"742","281700297",1,0.693139438249601
"743","281594599",1,0.65826040557686
"744","307516256",1,0.00102891661280525
"745","307499124",1,0.000875150576933663
"746","398262209",1,0.00801185090300278
"747","281808289",1,0.00653527259661155
"748","307492133",1,0.00124529406191745
"749","428428884",1,0.0503464732118172
"750","307526539",1,0.472891510504696
"751","307535858",1,0.00132599092817574
"752","281534993",1,0.00124373740192006
"753","307490599",1,0.00165767723010702
"754","428416502",1,0.00440243858270183
"755","281591756",1,0.540521998644954
"756","281645931",1,0.00255161090342581
"757","283259554",1,0.00367769693814015
"758","281597581",1,0.00845994486798779
"759","281842621",1,0.0910277251649573
"760","428412448",1,0.00185667372429509
"761","307486859",1,0.00143218328280897
"762","428407523",1,0.0190638696898649
"763","307489707",1,0.00161894374688358
"764","398301881",1,0.116539183926788
"765","428475842",1,0.650112579142494
"766","281550878",1,0.0056336109002621
"767","281636867",1,0.0290646691705296
"768","281658874",1,0.00600933840483665
"769","281540575",1,0.0285222412288051
"770","281648729",1,0.0172539583548489
"771","307514226",1,0.00546407150722323
"772","281660766",1,0.000797883537678036
"773","281659026",1,0.0168556910575583
"774","307535843",1,0.652935097179677
"775","281720693",1,0.00178944793716034
"776","281648887",1,0.00133377557525329
"777","281630332",1,0.00286644403506706
"778","281654296",1,0.00311366599419685
"779","281624630",1,0.00267712915465761
"780","281624771",1,0.00288395541965592
